"ProductId","Image Url","Video Url","Product Desc","Origin Price","Discount Price","Discount","Currency","Commission Rate","Commission","Sales180Day","Positive Feedback","Promotion Url"
"1005004659518322","https://ae04.alicdn.com/kf/S90210bf8c9184c20b39dcba017c93ae3F.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/1100081863236.mp4","SG908 MAX / SG908 Pro 4K Profesional Camera Drone With WiFi 3KM GPS 3-Axis Gimbal Obstacle Avoidance RC Quadcopter Drone","USD 318.42","USD 152.84","52%","USD","8.0","USD 12.23","12","null%","https://s.click.aliexpress.com/e/_DDCKDN5"
"1005004697280951","https://ae04.alicdn.com/kf/S61b6fc9a609e46349c98ef8cd930710c2.jpg",,"2.4ghz 2ch Remote Control Airplane Fixed Wings Remote Control Plane Built-in Gyro Electric Rc Plane Hobby Toys Diy Flight Toys","USD 22.79","USD 13.67","40%","USD","7","USD 0.96","1","null%","https://s.click.aliexpress.com/e/_DBtjVR1"
"1005004468422360","https://ae04.alicdn.com/kf/S135d2177419a478ea60488bfabd836bcs.jpg",,"V24 Mini Drone Air/Land/Water Driving Quadcopter 3 In 1 RC Drone Toys for Children Outdoor RC Airplane","USD 41.30","USD 33.04","20%","USD","11.0","USD 3.63","6","100.0%","https://s.click.aliexpress.com/e/_DdzvCgX"
"1005004433748612","https://ae04.alicdn.com/kf/S69efd7dd448f4d13aeb19bfade6b0210a.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/1100053497645.mp4","New F11 RC Drone Quadcopter 4K HD Professional Camera 5G WIFI FPV Drone Image Transport Brushless Motor Foldable GPS Dron Toys","USD 154.97","USD 77.48","50%","USD","8.0","USD 6.20","1","0.0%","https://s.click.aliexpress.com/e/_De1D43N"
"1005004711966555","https://ae04.alicdn.com/kf/S5664723a5bf44ef9a0c44112776691a88.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/1100087582535.mp4","NEW HS 18331 18332 1:18 4WD RC CAR 40KM/H High Speed Racing Off-Road Vehicle Drive Car Remote Control Toys Buggy 1/18 Cars","USD 78.92","USD 48.14","39%","USD","8.0","USD 3.85","2","null%","https://s.click.aliexpress.com/e/_DCFowDD"
"1005003134919003","https://ae04.alicdn.com/kf/H3fa37e8b4ba74c10b85a5cc716ae0585Y.jpg",,"S9 RC Mini Drone 4k Dual Camera HD Wide Angle Camera WIFI FPV Aerial Photography Helicopter Foldable Quadcopter Dron Toys","USD 24.38","USD 12.19","50%","USD","7","USD 0.85","1","100.0%","https://s.click.aliexpress.com/e/_DDowjjt"
"1005003603408838","https://ae04.alicdn.com/kf/Sc1c6a2395560487ca1b2ae673665258aT.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/338603182331.mp4","F4 Professional 6K GPS Drone VR Aerial Photography Folding Quadcopter With Camera Follow Me Shooting Brushless RC Helicopter Toy","USD 351.46","USD 168.70","52%","USD","8.0","USD 13.50","5","100.0%","https://s.click.aliexpress.com/e/_DEqW9PZ"
"1005004690007561","https://ae04.alicdn.com/kf/Sf4358ea2e5494c2c92c3933ad600b617N.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/1100084282152.mp4","2022 New Drone 4k Profesional 8K HD Camera Aerial Photography Obstacle Avoidance Foldable RC Helicopter WIFI FPV Dron Gifts Toys","USD 42.16","USD 29.51","30%","USD","7","USD 2.07","0","null%","https://s.click.aliexpress.com/e/_DkIleKj"
"1005004726242865","https://ae04.alicdn.com/kf/S10d4fab552314239b14f6444e823b877h.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/1100086450416.mp4","H63 Mini RC Drone With 4K Camera HD Wifi Fpv Photography Folded Portable Quadcopter Professional Drones Gifts Toys for boys","USD 44.46","USD 26.68","40%","USD","7","USD 1.87","0","null%","https://s.click.aliexpress.com/e/_DlPBAkr"
"1005004054948331","https://ae04.alicdn.com/kf/S02298f34fbe14266a8173667f4fc136cf.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/352668226703.mp4","KY603 Obstacle avoidance Drone 4k profession HD Wide WiFi Quadcopter With Camera Dual Keep Drones Rc Plane Dron Helicopter Toys","USD 26.30","USD 17.09","35%","USD","15.0","USD 2.56","23","88.0%","https://s.click.aliexpress.com/e/_DmpaL5l"
"1005004038171434","https://ae04.alicdn.com/kf/Sf171dc86fa9d415eabd9e2bdeee7a055J.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/352020450915.mp4","RC Aircraft  F22 2.4G Radio Glider Remote Control Plane Helicopter  Foam remote controlled Airplane Toys for Children Boy Gift","USD 33.16","USD 23.21","30%","USD","7","USD 1.62","39","100.0%","https://s.click.aliexpress.com/e/_DeAcACX"
"1005002784304489","https://ae04.alicdn.com/kf/Ha1cf412d25e64fe89ea29b962f5cb457G.png",,"Metal Reduction Gear Cover Dust Cover For WLtoys 144001 144002 124016 124017 124018 124019 RC Car Upgrade Parts Accessories","USD 3.50","USD 3.50","0%","USD","7","USD 0.24","20","100.0%","https://s.click.aliexpress.com/e/_DdyEazh"
"1005002771102006","https://ae04.alicdn.com/kf/H0b225b9b9dd147dd9ae45f7a198924d8u.png",,"WLtoys RC Car 144001 124019 General Metal Upgrade And Modification Parts, Vulnerable Modification Kits 14-Piece Set","USD 22.67","USD 22.67","0%","USD","8.0","USD 1.81","217","92.9%","https://s.click.aliexpress.com/e/_DCDPGq3"
"1005004546703593","https://ae04.alicdn.com/kf/S4a33c3faa2d3477aa679985af5596685G.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/1100068557467.mp4","New RG106 PRO Drone 8k Dual Camera Profesional GPS Drones With 3 Axis Brushless Rc Helicopter 5G WiFi Fpv Drones Quadcopter Toy","USD 275.98","USD 124.19","55%","USD","7","USD 8.69","0","null%","https://s.click.aliexpress.com/e/_DnbSJh5"
"1005004518038753","https://ae04.alicdn.com/kf/S4441d73528184ecdb5253019667e85cc9.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/1100064819042.mp4","LSRC New S6S Mini GPS Drone 4K Professinal Dual HD EIS Camera Light Flow 5G Wifi Brushless Folding Quadcopter RC Helicopter Toys","USD 131.21","USD 65.61","50%","USD","7","USD 4.59","1","null%","https://s.click.aliexpress.com/e/_DCjo8nl"
"1005004477990403","https://ae04.alicdn.com/kf/Sfa3185a598e84ee59798e7b7ce8034369.jpg",,"Rc Plane Aero Jet Dron Remote Control Airplane 2.4G Radio Control Fighter Hobby Plane Glider Airplane Foam Dron RC Drone Toys","USD 47.12","USD 28.27","40%","USD","11.0","USD 3.11","6","null%","https://s.click.aliexpress.com/e/_DFTclfD"
